Model,pgd_natural,pgd_robust,pgd_drop,attack_succes_pgd,fgsm_natural,fgsm_robust,fgsm_drop,attack_success_fgsm,auto_natural,auto_robust,auto_drop,attack_success_auto
{'./model-D-trades-mnist-vgg16/model-nn-epoch50.pt'},"tensor(0.9954, device='cuda:0')","tensor(0.9695, device='cuda:0')","tensor(0.0259, device='cuda:0')","tensor(0.0305, device='cuda:0')","tensor(0.9954, device='cuda:0')","tensor(0.9927, device='cuda:0')","tensor(0.0027, device='cuda:0')","tensor(0.0073, device='cuda:0')",0.997,0.991,0.006000000000000005,0.009000000000000008
