Model,pgd_natural,pgd_robust,pgd_drop,attack_succes_pgd,fgsm_natural,fgsm_robust,fgsm_drop,attack_success_fgsm,auto_natural,auto_robust,auto_drop,attack_success_auto
{'./model-D-trades-mnist-resnet18-alpha1-beta1/model-nn-epoch50.pt'},"tensor(0.9945, device='cuda:0')","tensor(0.8156, device='cuda:0')","tensor(0.1789, device='cuda:0')","tensor(0.1844, device='cuda:0')","tensor(0.9945, device='cuda:0')","tensor(0.9930, device='cuda:0')","tensor(0.0015, device='cuda:0')","tensor(0.0070, device='cuda:0')",0.994,0.989,0.0050000000000000044,0.01100000000000001
