Model,pgd_natural,pgd_robust,pgd_drop,attack_succes_pgd,fgsm_natural,fgsm_robust,fgsm_drop,attack_success_fgsm,auto_natural,auto_robust,auto_drop,attack_success_auto
{'./model-cifar-D-trades-resnet18-alpha1-beta1/model-nn-epoch100.pt'},"tensor(0.8683, device='cuda:0')","tensor(0.4539, device='cuda:0')","tensor(0.4144, device='cuda:0')","tensor(0.5461, device='cuda:0')","tensor(0.8683, device='cuda:0')","tensor(0.5290, device='cuda:0')","tensor(0.3393, device='cuda:0')","tensor(0.4710, device='cuda:0')",0.877,0.4,0.477,0.6
